equipamento_id,periodo,condicao_ambiente,modo_operacao,score_base,fator_ambiente,fator_operacao,score_risco,classificacao,fator_principal,alerta
Caminhão da Adriana 4,Junho 2026,-,-,33,1.0,1.0,33,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão da Adriana 4: risco 33 - monitorar na próxima vistoria.
Caminhão do Otávio,Junho 2026,-,-,30,1.0,1.0,30,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Otávio: risco 30 - monitorar na próxima vistoria.
Caminhão do Wagner 4,Junho 2026,-,-,48,1.0,1.0,48,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Wagner 4: risco 48 - monitorar na próxima vistoria.
Caminhão da Priscila 5,Junho 2026,-,-,51,1.0,1.0,51,ALTO,Estilo de condução,[ALERTA] Caminhão da Priscila 5: risco 51 - agendar inspeção em breve.
Caminhão do Gilberto 3,Junho 2026,-,-,53,1.0,1.0,53,ALTO,Estilo de condução,[ALERTA] Caminhão do Gilberto 3: risco 53 - agendar inspeção em breve.
Caminhão da Érica 2,Junho 2026,-,-,38,1.0,1.0,38,MODERADO,Estilo de frenagem,[ATENÇÃO] Caminhão da Érica 2: risco 38 - monitorar na próxima vistoria.
Caminhão do Miguel 2,Junho 2026,-,-,40,1.0,1.0,40,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Miguel 2: risco 40 - monitorar na próxima vistoria.
Caminhão da Karina 5,Junho 2026,-,-,45,1.0,1.0,45,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão da Karina 5: risco 45 - monitorar na próxima vistoria.
Caminhão do Fernando 3,Junho 2026,-,-,62,1.0,1.0,62,ALTO,Estilo de condução,[ALERTA] Caminhão do Fernando 3: risco 62 - agendar inspeção em breve.
Caminhão do Cristiano 3,Junho 2026,-,-,39,1.0,1.0,39,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Cristiano 3: risco 39 - monitorar na próxima vistoria.
Caminhão do Alexandre 3,Junho 2026,-,-,57,1.0,1.0,57,ALTO,Estilo de condução,[ALERTA] Caminhão do Alexandre 3: risco 57 - agendar inspeção em breve.
Caminhão da Larissa 5,Junho 2026,-,-,44,1.0,1.0,44,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Larissa 5: risco 44 - monitorar na próxima vistoria.
Caminhão do Sérgio 3,Junho 2026,-,-,28,1.0,1.0,28,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Sérgio 3: risco 28 - monitorar na próxima vistoria.
Caminhão da Natália 2,Junho 2026,-,-,46,1.0,1.0,46,MODERADO,Estilo de frenagem,[ATENÇÃO] Caminhão da Natália 2: risco 46 - monitorar na próxima vistoria.
Caminhão do Luiz 2,Junho 2026,-,-,36,1.0,1.0,36,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Luiz 2: risco 36 - monitorar na próxima vistoria.
Caminhão da Daniela 2,Junho 2026,-,-,31,1.0,1.0,31,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão da Daniela 2: risco 31 - monitorar na próxima vistoria.
Caminhão do Antônio 4,Junho 2026,-,-,50,1.0,1.0,50,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Antônio 4: risco 50 - monitorar na próxima vistoria.
Caminhão do Mateus 3,Junho 2026,-,-,52,1.0,1.0,52,ALTO,Estilo de condução,[ALERTA] Caminhão do Mateus 3: risco 52 - agendar inspeção em breve.
Caminhão do Carlos 5,Junho 2026,-,-,43,1.0,1.0,43,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Carlos 5: risco 43 - monitorar na próxima vistoria.
Caminhão do Arthur 4,Junho 2026,-,-,37,1.0,1.0,37,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Arthur 4: risco 37 - monitorar na próxima vistoria.
Caminhão do André 5,Junho 2026,-,-,27,1.0,1.0,27,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do André 5: risco 27 - monitorar na próxima vistoria.
Caminhão da Wilma 2,Junho 2026,-,-,50,1.0,1.0,50,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Wilma 2: risco 50 - monitorar na próxima vistoria.
Caminhão da Helena 5,Junho 2026,-,-,34,1.0,1.0,34,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão da Helena 5: risco 34 - monitorar na próxima vistoria.
Caminhão da Úrsula 4,Junho 2026,-,-,41,1.0,1.0,41,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Úrsula 4: risco 41 - monitorar na próxima vistoria.
Caminhão do Sérgio 6,Junho 2026,-,-,37,1.0,1.0,37,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Sérgio 6: risco 37 - monitorar na próxima vistoria.
Caminhão da Renata 2,Junho 2026,-,-,57,1.0,1.0,57,ALTO,Estilo de condução,[ALERTA] Caminhão da Renata 2: risco 57 - agendar inspeção em breve.
Caminhão da Fernanda 2,Junho 2026,-,-,44,1.0,1.0,44,MODERADO,Estilo de frenagem,[ATENÇÃO] Caminhão da Fernanda 2: risco 44 - monitorar na próxima vistoria.
Caminhão do Rodrigo 2,Junho 2026,-,-,25,1.0,1.0,25,BAIXO,Dificuldade da rota,[OK] Caminhão do Rodrigo 2: risco 25 - dentro do esperado.
Caminhão do Luiz 3,Junho 2026,-,-,38,1.0,1.0,38,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Luiz 3: risco 38 - monitorar na próxima vistoria.
Caminhão do Paulo,Junho 2026,-,-,30,1.0,1.0,30,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Paulo: risco 30 - monitorar na próxima vistoria.
Caminhão do Ícaro 3,Junho 2026,-,-,46,1.0,1.0,46,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Ícaro 3: risco 46 - monitorar na próxima vistoria.
Caminhão da Valéria 5,Junho 2026,-,-,39,1.0,1.0,39,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão da Valéria 5: risco 39 - monitorar na próxima vistoria.
Caminhão do Valter 4,Junho 2026,-,-,52,1.0,1.0,52,ALTO,Estilo de condução,[ALERTA] Caminhão do Valter 4: risco 52 - agendar inspeção em breve.
Caminhão do Ícaro 2,Junho 2026,-,-,55,1.0,1.0,55,ALTO,Estilo de condução,[ALERTA] Caminhão do Ícaro 2: risco 55 - agendar inspeção em breve.
Caminhão da Débora 2,Junho 2026,-,-,62,1.0,1.0,62,ALTO,Estilo de condução,[ALERTA] Caminhão da Débora 2: risco 62 - agendar inspeção em breve.
Caminhão do Henrique 5,Junho 2026,-,-,53,1.0,1.0,53,ALTO,Estilo de condução,[ALERTA] Caminhão do Henrique 5: risco 53 - agendar inspeção em breve.
Caminhão do João 2,Junho 2026,-,-,24,1.0,1.0,24,BAIXO,Desaceleração/frenagem brusca,[OK] Caminhão do João 2: risco 24 - dentro do esperado.
Caminhão do Marcelo 5,Junho 2026,-,-,61,1.0,1.0,61,ALTO,Estilo de frenagem,[ALERTA] Caminhão do Marcelo 5: risco 61 - agendar inspeção em breve.
Caminhão do André 2,Junho 2026,-,-,27,1.0,1.0,27,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do André 2: risco 27 - monitorar na próxima vistoria.
Caminhão da Natália 4,Junho 2026,-,-,53,1.0,1.0,53,ALTO,Estilo de condução,[ALERTA] Caminhão da Natália 4: risco 53 - agendar inspeção em breve.
Caminhão do Francisco 2,Junho 2026,-,-,33,1.0,1.0,33,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Francisco 2: risco 33 - monitorar na próxima vistoria.
Caminhão da Débora 5,Junho 2026,-,-,32,1.0,1.0,32,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Débora 5: risco 32 - monitorar na próxima vistoria.
Caminhão da Úrsula,Junho 2026,-,-,21,1.0,1.0,21,BAIXO,Estilo de condução,[OK] Caminhão da Úrsula: risco 21 - dentro do esperado.
Caminhão da Mariana 4,Julho 2026,-,-,42,1.0,1.0,42,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Mariana 4: risco 42 - monitorar na próxima vistoria.
Caminhão da Mariana 3,Julho 2026,-,-,60,1.0,1.0,60,ALTO,Estilo de condução,[ALERTA] Caminhão da Mariana 3: risco 60 - agendar inspeção em breve.
Caminhão da Úrsula 5,Julho 2026,-,-,48,1.0,1.0,48,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão da Úrsula 5: risco 48 - monitorar na próxima vistoria.
Caminhão do Miguel 4,Julho 2026,-,-,43,1.0,1.0,43,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Miguel 4: risco 43 - monitorar na próxima vistoria.
Caminhão da Lúcia 5,Julho 2026,-,-,43,1.0,1.0,43,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Lúcia 5: risco 43 - monitorar na próxima vistoria.
Caminhão do Ícaro,Julho 2026,-,-,43,1.0,1.0,43,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Ícaro: risco 43 - monitorar na próxima vistoria.
Caminhão da Yasmin,Julho 2026,-,-,42,1.0,1.0,42,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão da Yasmin: risco 42 - monitorar na próxima vistoria.
Caminhão do Otávio 5,Julho 2026,-,-,27,1.0,1.0,27,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Otávio 5: risco 27 - monitorar na próxima vistoria.
Caminhão da Talita 3,Julho 2026,-,-,29,1.0,1.0,29,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão da Talita 3: risco 29 - monitorar na próxima vistoria.
Caminhão da Érica 3,Julho 2026,-,-,27,1.0,1.0,27,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão da Érica 3: risco 27 - monitorar na próxima vistoria.
Caminhão da Heloísa 5,Julho 2026,-,-,41,1.0,1.0,41,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Heloísa 5: risco 41 - monitorar na próxima vistoria.
Caminhão do Francisco 4,Julho 2026,-,-,37,1.0,1.0,37,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Francisco 4: risco 37 - monitorar na próxima vistoria.
Caminhão do Heitor 2,Julho 2026,-,-,64,1.0,1.0,64,ALTO,Estilo de condução,[ALERTA] Caminhão do Heitor 2: risco 64 - agendar inspeção em breve.
Caminhão da Clotilde 3,Julho 2026,-,-,28,1.0,1.0,28,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão da Clotilde 3: risco 28 - monitorar na próxima vistoria.
Caminhão do João 6,Julho 2026,-,-,39,1.0,1.0,39,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do João 6: risco 39 - monitorar na próxima vistoria.
Caminhão do Marcos 6,Julho 2026,-,-,29,1.0,1.0,29,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Marcos 6: risco 29 - monitorar na próxima vistoria.
Caminhão do Valter 3,Julho 2026,-,-,56,1.0,1.0,56,ALTO,Estilo de condução,[ALERTA] Caminhão do Valter 3: risco 56 - agendar inspeção em breve.
Caminhão do Diego 5,Julho 2026,-,-,54,1.0,1.0,54,ALTO,Estilo de condução,[ALERTA] Caminhão do Diego 5: risco 54 - agendar inspeção em breve.
Caminhão do Márcio 3,Julho 2026,-,-,62,1.0,1.0,62,ALTO,Estilo de condução,[ALERTA] Caminhão do Márcio 3: risco 62 - agendar inspeção em breve.
Caminhão do Yuri 4,Julho 2026,-,-,54,1.0,1.0,54,ALTO,Estilo de frenagem,[ALERTA] Caminhão do Yuri 4: risco 54 - agendar inspeção em breve.
Caminhão do Ricardo 4,Julho 2026,-,-,60,1.0,1.0,60,ALTO,Estilo de condução,[ALERTA] Caminhão do Ricardo 4: risco 60 - agendar inspeção em breve.
Caminhão da Patrícia 3,Julho 2026,-,-,38,1.0,1.0,38,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Patrícia 3: risco 38 - monitorar na próxima vistoria.
Caminhão da Adriana 4,Julho 2026,-,-,46,1.0,1.0,46,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Adriana 4: risco 46 - monitorar na próxima vistoria.
Caminhão do Renato 6,Julho 2026,-,-,49,1.0,1.0,49,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Renato 6: risco 49 - monitorar na próxima vistoria.
Caminhão da Isabela 5,Julho 2026,-,-,29,1.0,1.0,29,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Isabela 5: risco 29 - monitorar na próxima vistoria.
Caminhão do Caio 3,Julho 2026,-,-,31,1.0,1.0,31,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Caio 3: risco 31 - monitorar na próxima vistoria.
Caminhão do Maurício 3,Julho 2026,-,-,43,1.0,1.0,43,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Maurício 3: risco 43 - monitorar na próxima vistoria.
Caminhão da Talita,Julho 2026,-,-,54,1.0,1.0,54,ALTO,Estilo de condução,[ALERTA] Caminhão da Talita: risco 54 - agendar inspeção em breve.
Caminhão da Helena 3,Julho 2026,-,-,39,1.0,1.0,39,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Helena 3: risco 39 - monitorar na próxima vistoria.
Caminhão do Renato 4,Julho 2026,-,-,44,1.0,1.0,44,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Renato 4: risco 44 - monitorar na próxima vistoria.
Caminhão da Priscila,Julho 2026,-,-,51,1.0,1.0,51,ALTO,Estilo de condução,[ALERTA] Caminhão da Priscila: risco 51 - agendar inspeção em breve.
Caminhão da Adriana,Julho 2026,-,-,42,1.0,1.0,42,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Adriana: risco 42 - monitorar na próxima vistoria.
Caminhão da Nádia 5,Julho 2026,-,-,54,1.0,1.0,54,ALTO,Estilo de condução,[ALERTA] Caminhão da Nádia 5: risco 54 - agendar inspeção em breve.
Caminhão do Samuel 3,Julho 2026,-,-,47,1.0,1.0,47,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Samuel 3: risco 47 - monitorar na próxima vistoria.
Caminhão do Felipe 3,Julho 2026,-,-,47,1.0,1.0,47,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Felipe 3: risco 47 - monitorar na próxima vistoria.
Caminhão da Fernanda,Julho 2026,-,-,18,1.0,1.0,18,BAIXO,Dificuldade da rota,[OK] Caminhão da Fernanda: risco 18 - dentro do esperado.
Caminhão do Paulo 5,Julho 2026,-,-,33,1.0,1.0,33,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Paulo 5: risco 33 - monitorar na próxima vistoria.
Caminhão do Fernando 4,Julho 2026,-,-,52,1.0,1.0,52,ALTO,Estilo de condução,[ALERTA] Caminhão do Fernando 4: risco 52 - agendar inspeção em breve.
Caminhão do Gabriel 2,Julho 2026,-,-,35,1.0,1.0,35,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Gabriel 2: risco 35 - monitorar na próxima vistoria.
Caminhão da Fernanda 5,Julho 2026,-,-,33,1.0,1.0,33,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Fernanda 5: risco 33 - monitorar na próxima vistoria.
Caminhão do Vinícius 6,Julho 2026,-,-,35,1.0,1.0,35,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Vinícius 6: risco 35 - monitorar na próxima vistoria.
Caminhão da Talita 5,Julho 2026,-,-,35,1.0,1.0,35,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Talita 5: risco 35 - monitorar na próxima vistoria.
Caminhão da Heloísa,Julho 2026,-,-,46,1.0,1.0,46,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Heloísa: risco 46 - monitorar na próxima vistoria.
Caminhão do Benedito 2,Julho 2026,-,-,50,1.0,1.0,50,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Benedito 2: risco 50 - monitorar na próxima vistoria.
Caminhão do José 4,Julho 2026,-,-,61,1.0,1.0,61,ALTO,Estilo de condução,[ALERTA] Caminhão do José 4: risco 61 - agendar inspeção em breve.
Caminhão do Francisco 3,Julho 2026,-,-,42,1.0,1.0,42,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Francisco 3: risco 42 - monitorar na próxima vistoria.
Caminhão do Jorge 2,Julho 2026,-,-,43,1.0,1.0,43,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Jorge 2: risco 43 - monitorar na próxima vistoria.
Caminhão do Henrique 3,Julho 2026,-,-,49,1.0,1.0,49,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Henrique 3: risco 49 - monitorar na próxima vistoria.
Caminhão do Cristiano 5,Julho 2026,-,-,47,1.0,1.0,47,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Cristiano 5: risco 47 - monitorar na próxima vistoria.
Caminhão do Rafael 2,Julho 2026,-,-,43,1.0,1.0,43,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Rafael 2: risco 43 - monitorar na próxima vistoria.
Caminhão do Caio,Julho 2026,-,-,31,1.0,1.0,31,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Caio: risco 31 - monitorar na próxima vistoria.
Caminhão da Vanessa,Julho 2026,-,-,39,1.0,1.0,39,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Vanessa: risco 39 - monitorar na próxima vistoria.
Caminhão da Gabriela 4,Julho 2026,-,-,41,1.0,1.0,41,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Gabriela 4: risco 41 - monitorar na próxima vistoria.
Caminhão do Cristiano 3,Julho 2026,-,-,41,1.0,1.0,41,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Cristiano 3: risco 41 - monitorar na próxima vistoria.
Caminhão do Orlando,Julho 2026,-,-,22,1.0,1.0,22,BAIXO,Estilo de condução,[OK] Caminhão do Orlando: risco 22 - dentro do esperado.
Caminhão do Tadeu,Julho 2026,-,-,44,1.0,1.0,44,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Tadeu: risco 44 - monitorar na próxima vistoria.
Caminhão do Eduardo 5,Julho 2026,-,-,36,1.0,1.0,36,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Eduardo 5: risco 36 - monitorar na próxima vistoria.
Caminhão da Juliana 3,Julho 2026,-,-,43,1.0,1.0,43,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Juliana 3: risco 43 - monitorar na próxima vistoria.
Caminhão do Marcos 2,Julho 2026,-,-,44,1.0,1.0,44,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Marcos 2: risco 44 - monitorar na próxima vistoria.
Caminhão da Ana,Julho 2026,-,-,33,1.0,1.0,33,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Ana: risco 33 - monitorar na próxima vistoria.
Caminhão do Luiz 4,Julho 2026,-,-,35,1.0,1.0,35,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Luiz 4: risco 35 - monitorar na próxima vistoria.
Caminhão do Antônio,Julho 2026,-,-,46,1.0,1.0,46,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Antônio: risco 46 - monitorar na próxima vistoria.
Caminhão da Valéria,Julho 2026,-,-,37,1.0,1.0,37,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Valéria: risco 37 - monitorar na próxima vistoria.
Caminhão da Larissa 4,Julho 2026,-,-,44,1.0,1.0,44,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Larissa 4: risco 44 - monitorar na próxima vistoria.
Caminhão da Daniela 4,Julho 2026,-,-,36,1.0,1.0,36,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Daniela 4: risco 36 - monitorar na próxima vistoria.
Caminhão do Zeca 5,Julho 2026,-,-,34,1.0,1.0,34,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Zeca 5: risco 34 - monitorar na próxima vistoria.
Caminhão do Rafael 4,Julho 2026,-,-,30,1.0,1.0,30,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Rafael 4: risco 30 - monitorar na próxima vistoria.
Caminhão do Tadeu 2,Julho 2026,-,-,40,1.0,1.0,40,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Tadeu 2: risco 40 - monitorar na próxima vistoria.
Caminhão do Daniel 4,Julho 2026,-,-,34,1.0,1.0,34,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Daniel 4: risco 34 - monitorar na próxima vistoria.
Caminhão da Wilma,Julho 2026,-,-,58,1.0,1.0,58,ALTO,Estilo de condução,[ALERTA] Caminhão da Wilma: risco 58 - agendar inspeção em breve.
Caminhão do Tiago 3,Julho 2026,-,-,36,1.0,1.0,36,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Tiago 3: risco 36 - monitorar na próxima vistoria.
Caminhão da Lúcia 2,Julho 2026,-,-,43,1.0,1.0,43,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão da Lúcia 2: risco 43 - monitorar na próxima vistoria.
Caminhão da Giovana,Julho 2026,-,-,38,1.0,1.0,38,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão da Giovana: risco 38 - monitorar na próxima vistoria.
Caminhão do Bruno 4,Julho 2026,-,-,42,1.0,1.0,42,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Bruno 4: risco 42 - monitorar na próxima vistoria.
Caminhão da Ana 2,Julho 2026,-,-,39,1.0,1.0,39,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Ana 2: risco 39 - monitorar na próxima vistoria.
Caminhão do Saulo 5,Julho 2026,-,-,37,1.0,1.0,37,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Saulo 5: risco 37 - monitorar na próxima vistoria.
Caminhão do Sérgio 4,Julho 2026,-,-,27,1.0,1.0,27,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Sérgio 4: risco 27 - monitorar na próxima vistoria.
Caminhão da Joana 3,Julho 2026,-,-,56,1.0,1.0,56,ALTO,Estilo de frenagem,[ALERTA] Caminhão da Joana 3: risco 56 - agendar inspeção em breve.
Caminhão do Yuri,Julho 2026,-,-,42,1.0,1.0,42,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Yuri: risco 42 - monitorar na próxima vistoria.
Caminhão do Zeca 2,Julho 2026,-,-,56,1.0,1.0,56,ALTO,Estilo de condução,[ALERTA] Caminhão do Zeca 2: risco 56 - agendar inspeção em breve.
Caminhão do Sérgio 5,Julho 2026,-,-,33,1.0,1.0,33,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Sérgio 5: risco 33 - monitorar na próxima vistoria.
Caminhão do Rafael 5,Julho 2026,-,-,32,1.0,1.0,32,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Rafael 5: risco 32 - monitorar na próxima vistoria.
Caminhão do Tadeu 5,Julho 2026,-,-,59,1.0,1.0,59,ALTO,Estilo de condução,[ALERTA] Caminhão do Tadeu 5: risco 59 - agendar inspeção em breve.
Caminhão do Zeca 3,Julho 2026,-,-,36,1.0,1.0,36,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Zeca 3: risco 36 - monitorar na próxima vistoria.
Caminhão do Gustavo 5,Julho 2026,-,-,28,1.0,1.0,28,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Gustavo 5: risco 28 - monitorar na próxima vistoria.
Caminhão do Miguel 3,Julho 2026,-,-,44,1.0,1.0,44,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Miguel 3: risco 44 - monitorar na próxima vistoria.
Caminhão do Pedro 6,Julho 2026,-,-,39,1.0,1.0,39,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Pedro 6: risco 39 - monitorar na próxima vistoria.
Caminhão do Miguel,Julho 2026,-,-,43,1.0,1.0,43,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Miguel: risco 43 - monitorar na próxima vistoria.
Caminhão do Luiz 2,Julho 2026,-,-,48,1.0,1.0,48,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Luiz 2: risco 48 - monitorar na próxima vistoria.
Caminhão da Sandra,Julho 2026,-,-,31,1.0,1.0,31,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão da Sandra: risco 31 - monitorar na próxima vistoria.
Caminhão da Larissa 3,Julho 2026,-,-,43,1.0,1.0,43,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Larissa 3: risco 43 - monitorar na próxima vistoria.
Caminhão do Marcos,Julho 2026,-,-,63,1.0,1.0,63,ALTO,Estilo de condução,[ALERTA] Caminhão do Marcos: risco 63 - agendar inspeção em breve.
Caminhão do Marcelo,Julho 2026,-,-,38,1.0,1.0,38,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Marcelo: risco 38 - monitorar na próxima vistoria.
Caminhão da Natália 4,Julho 2026,-,-,29,1.0,1.0,29,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Natália 4: risco 29 - monitorar na próxima vistoria.
Caminhão do Luiz 5,Julho 2026,-,-,32,1.0,1.0,32,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Luiz 5: risco 32 - monitorar na próxima vistoria.
Caminhão da Maria,Julho 2026,-,-,35,1.0,1.0,35,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão da Maria: risco 35 - monitorar na próxima vistoria.
Caminhão do Elias 2,Julho 2026,-,-,28,1.0,1.0,28,MODERADO,Dificuldade da rota,[ATENÇÃO] Caminhão do Elias 2: risco 28 - monitorar na próxima vistoria.
Caminhão da Érica 5,Julho 2026,-,-,24,1.0,1.0,24,BAIXO,Dificuldade da rota,[OK] Caminhão da Érica 5: risco 24 - dentro do esperado.
Caminhão da Bianca,Julho 2026,-,-,56,1.0,1.0,56,ALTO,Estilo de condução,[ALERTA] Caminhão da Bianca: risco 56 - agendar inspeção em breve.
Caminhão do Ícaro 5,Julho 2026,-,-,40,1.0,1.0,40,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Ícaro 5: risco 40 - monitorar na próxima vistoria.
Caminhão do Otávio 3,Julho 2026,-,-,47,1.0,1.0,47,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão do Otávio 3: risco 47 - monitorar na próxima vistoria.
Caminhão da Teresa,Julho 2026,-,-,62,1.0,1.0,62,ALTO,Estilo de condução,[ALERTA] Caminhão da Teresa: risco 62 - agendar inspeção em breve.
Caminhão da Sabrina 4,Julho 2026,-,-,45,1.0,1.0,45,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Sabrina 4: risco 45 - monitorar na próxima vistoria.
Caminhão do Otávio 4,Julho 2026,-,-,46,1.0,1.0,46,MODERADO,Desaceleração/frenagem brusca,[ATENÇÃO] Caminhão do Otávio 4: risco 46 - monitorar na próxima vistoria.
Caminhão da Priscila 3,Julho 2026,-,-,53,1.0,1.0,53,ALTO,Estilo de condução,[ALERTA] Caminhão da Priscila 3: risco 53 - agendar inspeção em breve.
Caminhão da Sabrina 5,Julho 2026,-,-,36,1.0,1.0,36,MODERADO,Estilo de condução,[ATENÇÃO] Caminhão da Sabrina 5: risco 36 - monitorar na próxima vistoria.
